customer_id,acquisition_channel,signup_month,cac
4841,Paid Search,2025-02-01,236.91
4842,Paid Search,2025-02-01,513.24
4843,Outbound,2025-02-01,582.15
4844,Content,2025-02-01,131.97
4845,Outbound,2025-02-01,346.23
4846,Paid Search,2025-02-01,513.26
4847,Partners,2025-02-01,311.89
4848,Referral,2025-02-01,72.91
4849,Outbound,2025-02-01,305.25
4850,Outbound,2025-02-01,607.95
4851,Paid Search,2025-02-01,557.94
4852,Content,2025-02-01,90.64
4853,Outbound,2025-02-01,445.16
4854,Partners,2025-02-01,350.85
4855,Referral,2025-02-01,118.24
4856,Paid Search,2025-02-01,264.83
4857,Partners,2025-02-01,173.48
4858,Content,2025-02-01,143.18
4859,Partners,2025-02-01,387.13
4860,Content,2025-02-01,239.77
4861,Partners,2025-02-01,376.57
4862,Partners,2025-02-01,361.93
4863,Content,2025-02-01,195.16
4864,Content,2025-02-01,268.74
4865,Outbound,2025-02-01,424.14
4866,Partners,2025-02-01,444.68
4867,Paid Search,2025-02-01,364.97
4868,Content,2025-02-01,85.25
4869,Content,2025-02-01,83.53
4870,Content,2025-02-01,245.08
4871,Content,2025-02-01,253.92
4872,Outbound,2025-02-01,481.18
4873,Outbound,2025-02-01,840.3
4874,Content,2025-02-01,167.83
4875,Content,2025-02-01,125.03
4876,Outbound,2025-02-01,330.81
4877,Outbound,2025-02-01,853.65
4878,Referral,2025-02-01,102.58
4879,Content,2025-02-01,271.86
4880,Paid Search,2025-02-01,341.91
4881,Partners,2025-02-01,164.18
4882,Content,2025-02-01,152.92
4883,Referral,2025-02-01,74.89
4884,Paid Search,2025-02-01,484.44
4885,Referral,2025-02-01,126.43
4886,Partners,2025-02-01,306.93
4887,Referral,2025-02-01,119.04
4888,Partners,2025-02-01,278.79
4889,Partners,2025-02-01,459.24
4890,Content,2025-02-01,193.07
4891,Partners,2025-02-01,348.22
4892,Paid Search,2025-02-01,261.33
4893,Content,2025-02-01,237.14
4894,Referral,2025-02-01,164.32
4895,Outbound,2025-02-01,530.33
4896,Content,2025-02-01,89.68
4897,Paid Search,2025-02-01,277.8
4898,Partners,2025-02-01,429.82
4899,Outbound,2025-02-01,640.91
4900,Outbound,2025-02-01,339.74
4901,Paid Search,2025-02-01,393.07
4902,Paid Search,2025-02-01,566.05
4903,Outbound,2025-02-01,596.09
4904,Paid Search,2025-02-01,524.68
4905,Referral,2025-02-01,196.92
4906,Content,2025-02-01,136.78
4907,Partners,2025-02-01,465.46
4908,Referral,2025-02-01,98.98
4909,Outbound,2025-02-01,801.22
4910,Partners,2025-02-01,247.64
4911,Partners,2025-02-01,235.85
4912,Paid Search,2025-02-01,308.88
4913,Partners,2025-02-01,490.47
4914,Content,2025-02-01,210.17
4915,Referral,2025-02-01,72.2
4916,Outbound,2025-02-01,431.37
4917,Outbound,2025-02-01,391.95
4918,Paid Search,2025-02-01,402.34
4919,Content,2025-02-01,172.24
4920,Referral,2025-02-01,86.37
4921,Partners,2025-02-01,474.94
4922,Paid Search,2025-02-01,570.45
4923,Paid Search,2025-02-01,526.02
4924,Outbound,2025-02-01,887.02
4925,Referral,2025-02-01,67.73
4926,Outbound,2025-02-01,898.68
4927,Content,2025-02-01,169.17
4928,Outbound,2025-02-01,666.34
4929,Outbound,2025-02-01,658.79
4930,Partners,2025-02-01,179.01
4931,Paid Search,2025-02-01,494.97
4932,Outbound,2025-02-01,595.59
4933,Paid Search,2025-02-01,517.44
4934,Outbound,2025-02-01,301.25
4935,Outbound,2025-02-01,474.85
4936,Referral,2025-02-01,187.71
4937,Referral,2025-02-01,63.13
4938,Outbound,2025-02-01,498.09
4939,Paid Search,2025-02-01,232.94
4940,Paid Search,2025-02-01,528.57
4941,Outbound,2025-02-01,838.23
4942,Content,2025-02-01,210.54
4943,Partners,2025-02-01,175.09
4944,Partners,2025-02-01,172.73
4945,Partners,2025-02-01,205.09
4946,Partners,2025-02-01,362.27
4947,Referral,2025-02-01,177.82
4948,Outbound,2025-02-01,786.16
4949,Referral,2025-02-01,95.96
4950,Content,2025-02-01,284.71
4951,Referral,2025-02-01,81.58
4952,Content,2025-02-01,114.15
4953,Paid Search,2025-02-01,550.06
4954,Outbound,2025-02-01,569.35
4955,Outbound,2025-02-01,469.49
4956,Referral,2025-02-01,136.89
4957,Content,2025-02-01,106.98
4958,Partners,2025-02-01,255.89
4959,Outbound,2025-02-01,693.71
4960,Referral,2025-02-01,78.72
4961,Paid Search,2025-02-01,536.45
4962,Referral,2025-02-01,171.88
4963,Content,2025-02-01,167.45
4964,Referral,2025-02-01,172.37
4965,Content,2025-02-01,290.77
4966,Partners,2025-02-01,214.39
4967,Outbound,2025-02-01,549.48
4968,Content,2025-02-01,153.6
4969,Paid Search,2025-02-01,296.01
4970,Partners,2025-02-01,247.25
4971,Outbound,2025-02-01,550.72
4972,Paid Search,2025-02-01,484.55
4973,Partners,2025-02-01,150.96
4974,Content,2025-02-01,293.24
4975,Outbound,2025-02-01,499.51
4976,Partners,2025-02-01,286.74
4977,Partners,2025-02-01,364.36
4978,Partners,2025-02-01,419.4
4979,Paid Search,2025-02-01,487.64
4980,Partners,2025-02-01,498.88
4981,Content,2025-02-01,153.17
4982,Content,2025-02-01,292.32
4983,Paid Search,2025-02-01,551.29
4984,Content,2025-02-01,213.93
4985,Outbound,2025-02-01,800.88
4986,Outbound,2025-02-01,480.17
4987,Paid Search,2025-02-01,467.37
4988,Partners,2025-02-01,242.88
4989,Partners,2025-02-01,227.63
4990,Content,2025-02-01,80.5
4991,Paid Search,2025-02-01,520.96
4992,Referral,2025-02-01,184.92
4993,Content,2025-02-01,271.08
4994,Referral,2025-02-01,149.5
4995,Content,2025-02-01,126.95
4996,Partners,2025-02-01,190.56
4997,Outbound,2025-02-01,533.42
4998,Referral,2025-02-01,148.42
4999,Paid Search,2025-02-01,231.87
5000,Outbound,2025-02-01,312.41
5001,Outbound,2025-02-01,738.61
5002,Outbound,2025-02-01,703.09
5003,Content,2025-02-01,173.82
5004,Outbound,2025-02-01,759.06
5005,Referral,2025-02-01,131.35
5006,Partners,2025-02-01,176.68
5007,Outbound,2025-02-01,811.82
5008,Paid Search,2025-02-01,226.39
5009,Referral,2025-02-01,67.01
5010,Content,2025-02-01,190.1
5011,Partners,2025-02-01,192.73
5012,Partners,2025-02-01,179.14
5013,Paid Search,2025-02-01,355.15
5014,Outbound,2025-02-01,450.17
5015,Paid Search,2025-02-01,448.14
5016,Paid Search,2025-02-01,264.92
5017,Referral,2025-02-01,172.28
5018,Partners,2025-02-01,496.89
5019,Referral,2025-02-01,178.03
5020,Content,2025-02-01,192.73
5021,Content,2025-02-01,121.83
5022,Content,2025-02-01,244.5
5023,Paid Search,2025-02-01,497.86
5024,Content,2025-02-01,180.73
5025,Referral,2025-02-01,79.87
5026,Paid Search,2025-02-01,275.23
5027,Partners,2025-02-01,495.68
5028,Referral,2025-02-01,112.33
5029,Paid Search,2025-02-01,544.8
5030,Paid Search,2025-02-01,238.39
5031,Partners,2025-02-01,190.77
5032,Outbound,2025-02-01,632.15
5033,Partners,2025-02-01,269.25
5034,Partners,2025-02-01,425.15
5035,Referral,2025-02-01,130.56
5036,Content,2025-02-01,268.9
5037,Paid Search,2025-02-01,465.93
5038,Outbound,2025-02-01,789.42
5039,Outbound,2025-02-01,809.84
5040,Paid Search,2025-02-01,345.51
5041,Content,2025-02-01,145.96
5042,Paid Search,2025-02-01,314.06
5043,Outbound,2025-02-01,821.7
5044,Partners,2025-02-01,448.05
5045,Referral,2025-02-01,196.2
5046,Referral,2025-02-01,68.56
5047,Partners,2025-02-01,430.13
5048,Outbound,2025-02-01,486.89
5049,Partners,2025-02-01,469.54
5050,Paid Search,2025-02-01,419.57
5051,Partners,2025-02-01,341.12
5052,Partners,2025-02-01,185.15
5053,Content,2025-02-01,88.96
5054,Content,2025-02-01,153.32
5055,Paid Search,2025-02-01,237.73
5056,Partners,2025-02-01,461.99
5057,Paid Search,2025-02-01,344.45
5058,Partners,2025-02-01,205.58
5059,Partners,2025-02-01,236.65
5060,Referral,2025-02-01,147.27
5061,Partners,2025-02-01,186.36
5062,Paid Search,2025-02-01,491.5
5063,Outbound,2025-02-01,874.37
5064,Partners,2025-02-01,292.77
5065,Partners,2025-02-01,351.84
5066,Outbound,2025-02-01,442.75
5067,Content,2025-02-01,226.71
5068,Outbound,2025-02-01,475.62
5069,Outbound,2025-02-01,654.46
5070,Partners,2025-02-01,237.16
5071,Paid Search,2025-02-01,302.0
5072,Partners,2025-02-01,492.24
5073,Content,2025-02-01,244.29
5074,Outbound,2025-02-01,788.67
5075,Partners,2025-02-01,384.86
5076,Outbound,2025-02-01,438.51
5077,Outbound,2025-02-01,738.75
5078,Content,2025-02-01,127.99
5079,Paid Search,2025-02-01,460.74
5080,Paid Search,2025-02-01,205.5
5081,Paid Search,2025-02-01,378.83
5082,Outbound,2025-02-01,771.36
5083,Referral,2025-02-01,111.67
5084,Partners,2025-02-01,305.19
5085,Outbound,2025-02-01,387.55
5086,Content,2025-02-01,271.39
5087,Outbound,2025-02-01,869.49
5088,Content,2025-02-01,80.67
5089,Content,2025-02-01,251.91
5090,Paid Search,2025-02-01,409.71
5091,Outbound,2025-02-01,828.78
5092,Outbound,2025-02-01,406.24
5093,Paid Search,2025-02-01,505.05
5094,Paid Search,2025-02-01,339.14
5095,Outbound,2025-02-01,713.06
5096,Referral,2025-02-01,194.53
5097,Referral,2025-02-01,83.08
5098,Outbound,2025-02-01,440.65
5099,Content,2025-02-01,297.03
5100,Partners,2025-02-01,476.89
5101,Paid Search,2025-02-01,348.33
5102,Referral,2025-02-01,90.77
5103,Partners,2025-02-01,411.24
5104,Paid Search,2025-02-01,582.86
5105,Paid Search,2025-02-01,313.13
5106,Outbound,2025-02-01,701.07
5107,Partners,2025-02-01,351.04
5108,Partners,2025-02-01,369.63
5109,Partners,2025-02-01,485.52
5110,Referral,2025-02-01,165.45
5111,Content,2025-02-01,80.32
5112,Outbound,2025-02-01,739.57
5113,Content,2025-02-01,257.01
5114,Partners,2025-02-01,290.68
5115,Partners,2025-02-01,274.91
5116,Content,2025-02-01,123.18
5117,Outbound,2025-02-01,814.68
5118,Referral,2025-02-01,86.18
5119,Referral,2025-02-01,114.62
5120,Partners,2025-02-01,176.69
5121,Partners,2025-02-01,230.96
5122,Paid Search,2025-02-01,364.94
5123,Paid Search,2025-02-01,595.91
5124,Partners,2025-02-01,197.5
5125,Outbound,2025-02-01,358.11
5126,Referral,2025-02-01,138.12
5127,Paid Search,2025-02-01,457.21
5128,Content,2025-02-01,100.57
5129,Outbound,2025-02-01,356.11
5130,Referral,2025-02-01,130.53
5131,Outbound,2025-02-01,713.4
5132,Partners,2025-02-01,415.06
5133,Paid Search,2025-02-01,395.82
5134,Outbound,2025-02-01,832.48
5135,Paid Search,2025-02-01,433.15
5136,Partners,2025-02-01,299.49
5137,Referral,2025-02-01,163.0
5138,Partners,2025-02-01,159.41
5139,Paid Search,2025-02-01,428.68
5140,Referral,2025-02-01,173.35
5141,Outbound,2025-02-01,739.46
5142,Outbound,2025-02-01,418.59
5143,Referral,2025-02-01,149.25
5144,Outbound,2025-02-01,318.89
5145,Outbound,2025-02-01,753.95
5146,Referral,2025-02-01,114.77
5147,Paid Search,2025-02-01,263.63
5148,Content,2025-02-01,162.4
5149,Partners,2025-02-01,445.02
5150,Content,2025-02-01,248.17
5151,Outbound,2025-02-01,549.03
5152,Content,2025-02-01,258.77
5153,Referral,2025-02-01,157.06
5154,Partners,2025-02-01,476.22
5155,Partners,2025-02-01,460.24
5156,Outbound,2025-02-01,656.56
5157,Partners,2025-02-01,307.17
5158,Outbound,2025-02-01,776.83
5159,Referral,2025-02-01,140.94
5160,Paid Search,2025-02-01,318.21
5161,Partners,2025-02-01,181.86
5162,Partners,2025-02-01,393.08
5163,Paid Search,2025-02-01,480.11
5164,Paid Search,2025-02-01,357.84
5165,Partners,2025-02-01,435.85
5166,Paid Search,2025-02-01,415.61
5167,Outbound,2025-02-01,444.29
5168,Paid Search,2025-02-01,442.76
5169,Paid Search,2025-02-01,420.91
5170,Referral,2025-02-01,64.03
5171,Referral,2025-02-01,70.43
5172,Outbound,2025-02-01,594.31
5173,Outbound,2025-02-01,774.02
5174,Paid Search,2025-02-01,449.94
5175,Paid Search,2025-02-01,453.54
5176,Paid Search,2025-02-01,328.74
5177,Outbound,2025-02-01,895.65
5178,Referral,2025-02-01,164.82
5179,Paid Search,2025-02-01,476.35
5180,Paid Search,2025-02-01,265.97
5181,Partners,2025-02-01,390.78
5182,Content,2025-02-01,101.62
5183,Partners,2025-02-01,170.04
5184,Partners,2025-02-01,202.42
5185,Referral,2025-02-01,150.83
5186,Partners,2025-02-01,413.39
5187,Referral,2025-02-01,131.87
5188,Outbound,2025-02-01,645.83
5189,Content,2025-02-01,194.89
5190,Paid Search,2025-02-01,529.74
5191,Referral,2025-02-01,168.25
5192,Referral,2025-02-01,56.06
5193,Content,2025-02-01,89.71
5194,Paid Search,2025-02-01,304.51
5195,Outbound,2025-02-01,682.0
5196,Paid Search,2025-02-01,406.36
5197,Partners,2025-02-01,282.2
5198,Paid Search,2025-02-01,259.71
5199,Referral,2025-02-01,198.6
5200,Referral,2025-02-01,104.93
5201,Outbound,2025-02-01,525.2
5202,Paid Search,2025-02-01,215.75
5203,Content,2025-02-01,125.74
5204,Content,2025-02-01,215.13
5205,Content,2025-02-01,253.04
5206,Paid Search,2025-02-01,511.45
5207,Partners,2025-02-01,172.58
5208,Referral,2025-02-01,189.22
5209,Content,2025-02-01,196.29
5210,Partners,2025-02-01,408.48
5211,Referral,2025-03-01,88.8
5212,Outbound,2025-03-01,584.19
5213,Outbound,2025-03-01,526.85
5214,Outbound,2025-03-01,338.5
5215,Referral,2025-03-01,150.95
5216,Outbound,2025-03-01,671.44
5217,Referral,2025-03-01,128.26
5218,Referral,2025-03-01,73.79
5219,Outbound,2025-03-01,753.89
5220,Outbound,2025-03-01,735.14
5221,Partners,2025-03-01,186.43
5222,Referral,2025-03-01,181.02
5223,Content,2025-03-01,296.09
5224,Content,2025-03-01,288.15
5225,Referral,2025-03-01,179.94
5226,Paid Search,2025-03-01,515.46
5227,Referral,2025-03-01,152.48
5228,Referral,2025-03-01,179.82
5229,Paid Search,2025-03-01,387.93
5230,Referral,2025-03-01,91.97
5231,Referral,2025-03-01,194.0
5232,Partners,2025-03-01,471.32
5233,Outbound,2025-03-01,521.02
5234,Partners,2025-03-01,331.56
5235,Referral,2025-03-01,195.87
5236,Content,2025-03-01,233.38
5237,Referral,2025-03-01,153.02
5238,Paid Search,2025-03-01,316.55
5239,Outbound,2025-03-01,425.36
5240,Referral,2025-03-01,128.93
5241,Partners,2025-03-01,398.11
5242,Content,2025-03-01,257.48
5243,Paid Search,2025-03-01,484.52
5244,Content,2025-03-01,238.68
5245,Paid Search,2025-03-01,442.58
5246,Outbound,2025-03-01,354.85
5247,Outbound,2025-03-01,380.82
5248,Referral,2025-03-01,55.88
5249,Content,2025-03-01,239.14
5250,Paid Search,2025-03-01,444.75
5251,Partners,2025-03-01,486.6
5252,Content,2025-03-01,291.36
5253,Content,2025-03-01,238.46
5254,Partners,2025-03-01,153.74
5255,Outbound,2025-03-01,315.94
5256,Paid Search,2025-03-01,333.84
5257,Content,2025-03-01,108.14
5258,Partners,2025-03-01,154.59
5259,Content,2025-03-01,220.1
5260,Content,2025-03-01,142.4
5261,Partners,2025-03-01,403.67
5262,Content,2025-03-01,274.1
5263,Outbound,2025-03-01,665.85
5264,Referral,2025-03-01,58.69
5265,Referral,2025-03-01,171.28
5266,Partners,2025-03-01,351.26
5267,Paid Search,2025-03-01,290.34
5268,Content,2025-03-01,155.45
5269,Paid Search,2025-03-01,502.61
5270,Content,2025-03-01,259.29
5271,Outbound,2025-03-01,663.94
5272,Partners,2025-03-01,234.05
5273,Referral,2025-03-01,112.74
5274,Paid Search,2025-03-01,214.59
5275,Referral,2025-03-01,130.42
5276,Paid Search,2025-03-01,452.19
5277,Referral,2025-03-01,190.34
5278,Content,2025-03-01,253.96
5279,Paid Search,2025-03-01,238.39
5280,Outbound,2025-03-01,807.92
5281,Paid Search,2025-03-01,549.93
5282,Paid Search,2025-03-01,281.27
5283,Content,2025-03-01,213.63
5284,Paid Search,2025-03-01,473.96
5285,Paid Search,2025-03-01,498.06
5286,Paid Search,2025-03-01,507.04
5287,Referral,2025-03-01,103.37
5288,Content,2025-03-01,120.35
5289,Partners,2025-03-01,369.23
5290,Content,2025-03-01,203.5
5291,Outbound,2025-03-01,890.35
5292,Referral,2025-03-01,194.47
5293,Paid Search,2025-03-01,558.54
5294,Paid Search,2025-03-01,594.06
5295,Outbound,2025-03-01,442.46
5296,Partners,2025-03-01,335.01
5297,Content,2025-03-01,131.42
5298,Referral,2025-03-01,68.62
5299,Paid Search,2025-03-01,380.61
5300,Paid Search,2025-03-01,219.0
5301,Referral,2025-03-01,137.13
5302,Paid Search,2025-03-01,314.31
5303,Outbound,2025-03-01,728.79
5304,Content,2025-03-01,208.24
5305,Outbound,2025-03-01,658.71
5306,Partners,2025-03-01,369.09
5307,Partners,2025-03-01,281.55
5308,Referral,2025-03-01,146.26
5309,Partners,2025-03-01,386.57
5310,Content,2025-03-01,194.89
5311,Outbound,2025-03-01,519.71
5312,Content,2025-03-01,205.13
5313,Outbound,2025-03-01,361.77
5314,Paid Search,2025-03-01,554.94
5315,Partners,2025-03-01,491.2
5316,Outbound,2025-03-01,834.32
5317,Paid Search,2025-03-01,512.13
5318,Outbound,2025-03-01,384.78
5319,Content,2025-03-01,203.17
5320,Paid Search,2025-03-01,479.87
5321,Partners,2025-03-01,289.3
5322,Paid Search,2025-03-01,367.08
5323,Paid Search,2025-03-01,269.57
5324,Outbound,2025-03-01,865.82
5325,Outbound,2025-03-01,432.24
5326,Partners,2025-03-01,377.57
5327,Partners,2025-03-01,463.97
5328,Paid Search,2025-03-01,592.37
5329,Paid Search,2025-03-01,584.01
5330,Paid Search,2025-03-01,560.9
5331,Partners,2025-03-01,269.47
5332,Partners,2025-03-01,424.43
5333,Content,2025-03-01,158.92
5334,Outbound,2025-03-01,459.62
5335,Partners,2025-03-01,282.4
5336,Content,2025-03-01,283.16
5337,Outbound,2025-03-01,589.16
5338,Content,2025-03-01,262.74
5339,Outbound,2025-03-01,784.34
5340,Referral,2025-03-01,197.07
5341,Paid Search,2025-03-01,276.82
5342,Referral,2025-03-01,72.34
5343,Partners,2025-03-01,258.76
5344,Partners,2025-03-01,464.65
5345,Paid Search,2025-03-01,265.7
5346,Outbound,2025-03-01,700.63
5347,Partners,2025-03-01,286.74
5348,Content,2025-03-01,92.13
5349,Content,2025-03-01,96.51
5350,Outbound,2025-03-01,500.9
5351,Paid Search,2025-03-01,226.49
5352,Partners,2025-03-01,376.9
5353,Paid Search,2025-03-01,442.61
5354,Referral,2025-03-01,111.17
5355,Outbound,2025-03-01,613.08
5356,Partners,2025-03-01,374.73
5357,Outbound,2025-03-01,521.02
5358,Referral,2025-03-01,184.36
5359,Content,2025-03-01,141.93
5360,Outbound,2025-03-01,865.76
5361,Outbound,2025-03-01,757.78
5362,Content,2025-03-01,211.19
5363,Referral,2025-03-01,169.8
5364,Content,2025-03-01,261.72
5365,Content,2025-03-01,296.04
5366,Partners,2025-03-01,360.63
5367,Referral,2025-03-01,190.49
5368,Partners,2025-03-01,489.6
5369,Outbound,2025-03-01,439.27
5370,Outbound,2025-03-01,488.52
5371,Outbound,2025-03-01,849.49
5372,Content,2025-03-01,199.83
5373,Paid Search,2025-03-01,281.97
5374,Outbound,2025-03-01,347.16
5375,Outbound,2025-03-01,367.57
5376,Content,2025-03-01,192.92
5377,Referral,2025-03-01,124.36
5378,Partners,2025-03-01,281.59
5379,Outbound,2025-03-01,344.6
5380,Partners,2025-03-01,242.61
5381,Paid Search,2025-03-01,267.48
5382,Partners,2025-03-01,199.3
5383,Content,2025-03-01,89.46
5384,Paid Search,2025-03-01,313.9
5385,Paid Search,2025-03-01,281.96
5386,Referral,2025-03-01,109.75
5387,Partners,2025-03-01,199.62
5388,Content,2025-03-01,189.92
5389,Partners,2025-03-01,215.33
5390,Paid Search,2025-03-01,455.62
5391,Content,2025-03-01,209.58
5392,Outbound,2025-03-01,416.03
5393,Partners,2025-03-01,296.95
5394,Partners,2025-03-01,407.09
5395,Content,2025-03-01,231.09
5396,Content,2025-03-01,173.72
5397,Outbound,2025-03-01,623.62
5398,Paid Search,2025-03-01,270.89
5399,Referral,2025-03-01,100.77
5400,Partners,2025-03-01,485.92
5401,Paid Search,2025-03-01,481.13
5402,Partners,2025-03-01,300.04
5403,Paid Search,2025-03-01,480.04
5404,Content,2025-03-01,189.22
5405,Content,2025-03-01,257.67
5406,Paid Search,2025-03-01,200.9
5407,Partners,2025-03-01,380.62
5408,Outbound,2025-03-01,677.5
5409,Referral,2025-03-01,62.93
5410,Content,2025-03-01,225.1
5411,Paid Search,2025-03-01,415.63
5412,Content,2025-03-01,231.08
5413,Content,2025-03-01,241.15
5414,Partners,2025-03-01,477.97
5415,Paid Search,2025-03-01,255.5
5416,Partners,2025-03-01,309.85
5417,Partners,2025-03-01,345.13
5418,Partners,2025-03-01,243.98
5419,Content,2025-03-01,199.21
5420,Partners,2025-03-01,483.58
5421,Outbound,2025-03-01,322.67
5422,Referral,2025-03-01,192.71
5423,Outbound,2025-03-01,625.37
5424,Partners,2025-03-01,237.77
5425,Referral,2025-03-01,94.72
5426,Partners,2025-03-01,407.4
5427,Partners,2025-03-01,173.11
5428,Paid Search,2025-03-01,380.75
5429,Partners,2025-03-01,486.85
5430,Paid Search,2025-03-01,376.56
5431,Referral,2025-03-01,85.29
5432,Partners,2025-03-01,286.67
5433,Outbound,2025-03-01,883.27
5434,Outbound,2025-03-01,669.35
5435,Referral,2025-03-01,61.7
5436,Partners,2025-03-01,369.74
5437,Content,2025-03-01,197.08
5438,Content,2025-03-01,268.55
5439,Partners,2025-03-01,327.03
5440,Outbound,2025-03-01,377.69
5441,Partners,2025-03-01,322.87
5442,Paid Search,2025-03-01,412.86
5443,Partners,2025-03-01,375.24
5444,Outbound,2025-03-01,717.3
5445,Paid Search,2025-03-01,547.12
5446,Content,2025-03-01,216.3
5447,Content,2025-03-01,86.74
5448,Paid Search,2025-03-01,559.91
5449,Outbound,2025-03-01,505.58
5450,Referral,2025-03-01,77.38
5451,Partners,2025-03-01,357.76
5452,Outbound,2025-03-01,795.88
5453,Partners,2025-03-01,373.41
5454,Outbound,2025-03-01,743.62
5455,Referral,2025-03-01,174.55
5456,Outbound,2025-03-01,416.74
5457,Partners,2025-03-01,269.07
5458,Outbound,2025-03-01,710.68
5459,Referral,2025-03-01,164.22
5460,Content,2025-03-01,287.91
5461,Content,2025-03-01,206.6
5462,Content,2025-03-01,128.76
5463,Outbound,2025-03-01,664.76
5464,Referral,2025-03-01,179.07
5465,Partners,2025-03-01,398.72
5466,Referral,2025-03-01,192.74
5467,Content,2025-03-01,290.38
5468,Partners,2025-03-01,363.46
5469,Content,2025-03-01,143.21
5470,Referral,2025-03-01,79.12
5471,Partners,2025-03-01,386.4
5472,Partners,2025-03-01,176.08
5473,Paid Search,2025-03-01,439.6
5474,Outbound,2025-03-01,612.93
5475,Referral,2025-03-01,90.37
5476,Paid Search,2025-03-01,345.69
5477,Content,2025-03-01,151.55
5478,Content,2025-03-01,262.07
5479,Outbound,2025-03-01,737.36
5480,Referral,2025-03-01,82.17
5481,Content,2025-03-01,266.09
5482,Partners,2025-03-01,429.58
5483,Content,2025-03-01,90.07
5484,Partners,2025-03-01,446.31
5485,Paid Search,2025-03-01,507.9
5486,Paid Search,2025-03-01,341.54
5487,Content,2025-03-01,196.43
5488,Paid Search,2025-03-01,409.49
5489,Partners,2025-03-01,406.38
5490,Outbound,2025-03-01,304.04
5491,Referral,2025-03-01,176.71
5492,Partners,2025-03-01,418.45
5493,Content,2025-03-01,110.11
5494,Referral,2025-03-01,186.93
5495,Content,2025-03-01,290.22
5496,Partners,2025-03-01,427.3
5497,Content,2025-03-01,141.5
5498,Outbound,2025-03-01,723.66
5499,Partners,2025-03-01,409.28
5500,Referral,2025-03-01,100.93
5501,Partners,2025-03-01,277.3
5502,Referral,2025-03-01,176.24
5503,Referral,2025-03-01,69.33
5504,Partners,2025-03-01,488.67
5505,Content,2025-03-01,85.59
5506,Paid Search,2025-03-01,217.15
5507,Referral,2025-03-01,84.44
5508,Outbound,2025-03-01,441.85
5509,Paid Search,2025-03-01,547.39
5510,Paid Search,2025-03-01,329.59
5511,Content,2025-03-01,124.9
5512,Content,2025-03-01,120.07
5513,Paid Search,2025-03-01,313.75
5514,Partners,2025-03-01,284.07
5515,Partners,2025-03-01,400.86
5516,Outbound,2025-03-01,810.21
5517,Outbound,2025-03-01,839.32
5518,Content,2025-03-01,144.39
5519,Content,2025-03-01,81.4
5520,Referral,2025-03-01,197.72
5521,Outbound,2025-03-01,472.75
5522,Paid Search,2025-03-01,522.15
5523,Outbound,2025-03-01,784.64
5524,Paid Search,2025-03-01,276.17
5525,Paid Search,2025-03-01,442.63
5526,Paid Search,2025-03-01,449.63
5527,Paid Search,2025-03-01,203.25
5528,Paid Search,2025-03-01,366.15
5529,Content,2025-03-01,237.86
5530,Content,2025-03-01,197.15
5531,Content,2025-03-01,235.36
5532,Content,2025-03-01,119.75
5533,Referral,2025-03-01,98.13
5534,Referral,2025-03-01,89.84
5535,Outbound,2025-03-01,817.64
5536,Paid Search,2025-03-01,447.44
5537,Partners,2025-03-01,449.21
5538,Content,2025-03-01,224.69
5539,Outbound,2025-03-01,535.5
5540,Partners,2025-03-01,401.4
5541,Paid Search,2025-03-01,270.22
5542,Content,2025-03-01,123.63
5543,Outbound,2025-03-01,693.24
5544,Outbound,2025-03-01,855.65
5545,Referral,2025-03-01,73.28
5546,Partners,2025-03-01,224.93
5547,Content,2025-03-01,290.18
5548,Content,2025-03-01,224.59
5549,Partners,2025-03-01,256.12
5550,Partners,2025-03-01,232.76
5551,Outbound,2025-03-01,518.22
5552,Outbound,2025-03-01,813.42
5553,Partners,2025-03-01,344.58
5554,Referral,2025-03-01,68.32
5555,Content,2025-03-01,274.15
5556,Outbound,2025-03-01,535.85
5557,Outbound,2025-03-01,642.63
5558,Referral,2025-03-01,136.64
5559,Content,2025-03-01,239.51
5560,Outbound,2025-03-01,662.16
5561,Partners,2025-03-01,215.38
5562,Outbound,2025-03-01,397.25
5563,Referral,2025-03-01,185.16
5564,Content,2025-03-01,280.35
5565,Paid Search,2025-03-01,483.17
5566,Referral,2025-03-01,192.69
5567,Partners,2025-03-01,202.23
5568,Paid Search,2025-03-01,345.72
5569,Paid Search,2025-03-01,269.31
5570,Paid Search,2025-03-01,421.68
5571,Partners,2025-03-01,390.11
5572,Content,2025-03-01,191.3
5573,Partners,2025-03-01,389.26
5574,Referral,2025-03-01,103.6
5575,Outbound,2025-03-01,536.61
5576,Paid Search,2025-03-01,569.02
5577,Paid Search,2025-03-01,311.25
5578,Referral,2025-03-01,108.18
5579,Paid Search,2025-03-01,542.07
5580,Partners,2025-03-01,311.08
5581,Referral,2025-03-01,74.45
5582,Outbound,2025-03-01,642.31
5583,Paid Search,2025-04-01,259.69
5584,Partners,2025-04-01,474.4
5585,Partners,2025-04-01,382.4
5586,Paid Search,2025-04-01,391.19
5587,Partners,2025-04-01,364.23
5588,Outbound,2025-04-01,645.93
5589,Content,2025-04-01,231.09
5590,Content,2025-04-01,292.83
5591,Outbound,2025-04-01,679.97
5592,Outbound,2025-04-01,394.44
5593,Content,2025-04-01,245.59
5594,Outbound,2025-04-01,663.5
5595,Paid Search,2025-04-01,353.03
5596,Paid Search,2025-04-01,272.28
5597,Paid Search,2025-04-01,212.77
5598,Outbound,2025-04-01,697.03
