customer_id,signup_month,acquisition_channel,initial_plan_id
5007,2025-02-01,Outbound,2
5008,2025-02-01,Paid Search,3
5009,2025-02-01,Referral,3
5010,2025-02-01,Content,1
5011,2025-02-01,Partners,1
5012,2025-02-01,Partners,1
5013,2025-02-01,Paid Search,1
5014,2025-02-01,Outbound,1
5015,2025-02-01,Paid Search,3
5016,2025-02-01,Paid Search,3
5017,2025-02-01,Referral,1
5018,2025-02-01,Partners,1
5019,2025-02-01,Referral,1
5020,2025-02-01,Content,1
5021,2025-02-01,Content,1
5022,2025-02-01,Content,2
5023,2025-02-01,Paid Search,3
5024,2025-02-01,Content,1
5025,2025-02-01,Referral,2
5026,2025-02-01,Paid Search,1
5027,2025-02-01,Partners,1
5028,2025-02-01,Referral,2
5029,2025-02-01,Paid Search,3
5030,2025-02-01,Paid Search,1
5031,2025-02-01,Partners,1
5032,2025-02-01,Outbound,1
5033,2025-02-01,Partners,2
5034,2025-02-01,Partners,2
5035,2025-02-01,Referral,1
5036,2025-02-01,Content,1
5037,2025-02-01,Paid Search,3
5038,2025-02-01,Outbound,2
5039,2025-02-01,Outbound,1
5040,2025-02-01,Paid Search,3
5041,2025-02-01,Content,1
5042,2025-02-01,Paid Search,1
5043,2025-02-01,Outbound,2
5044,2025-02-01,Partners,2
5045,2025-02-01,Referral,1
5046,2025-02-01,Referral,1
5047,2025-02-01,Partners,1
5048,2025-02-01,Outbound,1
5049,2025-02-01,Partners,2
5050,2025-02-01,Paid Search,2
5051,2025-02-01,Partners,2
5052,2025-02-01,Partners,2
5053,2025-02-01,Content,2
5054,2025-02-01,Content,1
5055,2025-02-01,Paid Search,1
5056,2025-02-01,Partners,1
5057,2025-02-01,Paid Search,1
5058,2025-02-01,Partners,1
5059,2025-02-01,Partners,2
5060,2025-02-01,Referral,1
5061,2025-02-01,Partners,2
5062,2025-02-01,Paid Search,1
5063,2025-02-01,Outbound,1
5064,2025-02-01,Partners,1
5065,2025-02-01,Partners,2
5066,2025-02-01,Outbound,1
5067,2025-02-01,Content,1
5068,2025-02-01,Outbound,2
5069,2025-02-01,Outbound,1
5070,2025-02-01,Partners,1
5071,2025-02-01,Paid Search,2
5072,2025-02-01,Partners,1
5073,2025-02-01,Content,1
5074,2025-02-01,Outbound,1
5075,2025-02-01,Partners,1
5076,2025-02-01,Outbound,2
5077,2025-02-01,Outbound,2
5078,2025-02-01,Content,1
5079,2025-02-01,Paid Search,1
5080,2025-02-01,Paid Search,2
5081,2025-02-01,Paid Search,1
5082,2025-02-01,Outbound,2
5083,2025-02-01,Referral,1
5084,2025-02-01,Partners,2
5085,2025-02-01,Outbound,2
5086,2025-02-01,Content,1
5087,2025-02-01,Outbound,1
5088,2025-02-01,Content,1
5089,2025-02-01,Content,1
5090,2025-02-01,Paid Search,2
5091,2025-02-01,Outbound,1
5092,2025-02-01,Outbound,1
5093,2025-02-01,Paid Search,1
5094,2025-02-01,Paid Search,1
5095,2025-02-01,Outbound,1
5096,2025-02-01,Referral,2
5097,2025-02-01,Referral,1
5098,2025-02-01,Outbound,1
5099,2025-02-01,Content,1
5100,2025-02-01,Partners,1
5101,2025-02-01,Paid Search,1
5102,2025-02-01,Referral,2
5103,2025-02-01,Partners,2
5104,2025-02-01,Paid Search,1
5105,2025-02-01,Paid Search,1
5106,2025-02-01,Outbound,2
5107,2025-02-01,Partners,2
5108,2025-02-01,Partners,3
5109,2025-02-01,Partners,1
5110,2025-02-01,Referral,2
5111,2025-02-01,Content,1
5112,2025-02-01,Outbound,1
5113,2025-02-01,Content,1
5114,2025-02-01,Partners,1
5115,2025-02-01,Partners,1
5116,2025-02-01,Content,1
5117,2025-02-01,Outbound,1
5118,2025-02-01,Referral,1
5119,2025-02-01,Referral,1
5120,2025-02-01,Partners,1
5121,2025-02-01,Partners,2
5122,2025-02-01,Paid Search,1
5123,2025-02-01,Paid Search,1
5124,2025-02-01,Partners,1
5125,2025-02-01,Outbound,1
5126,2025-02-01,Referral,1
5127,2025-02-01,Paid Search,3
5128,2025-02-01,Content,2
5129,2025-02-01,Outbound,2
5130,2025-02-01,Referral,2
5131,2025-02-01,Outbound,1
5132,2025-02-01,Partners,1
5133,2025-02-01,Paid Search,3
5134,2025-02-01,Outbound,2
5135,2025-02-01,Paid Search,1
5136,2025-02-01,Partners,1
5137,2025-02-01,Referral,3
5138,2025-02-01,Partners,2
5139,2025-02-01,Paid Search,3
5140,2025-02-01,Referral,1
5141,2025-02-01,Outbound,2
5142,2025-02-01,Outbound,2
5143,2025-02-01,Referral,1
5144,2025-02-01,Outbound,2
5145,2025-02-01,Outbound,1
5146,2025-02-01,Referral,2
5147,2025-02-01,Paid Search,2
5148,2025-02-01,Content,1
5149,2025-02-01,Partners,1
5150,2025-02-01,Content,1
5151,2025-02-01,Outbound,1
5152,2025-02-01,Content,1
5153,2025-02-01,Referral,2
5154,2025-02-01,Partners,3
5155,2025-02-01,Partners,3
5156,2025-02-01,Outbound,2
5157,2025-02-01,Partners,1
5158,2025-02-01,Outbound,2
5159,2025-02-01,Referral,1
5160,2025-02-01,Paid Search,1
5161,2025-02-01,Partners,1
5162,2025-02-01,Partners,1
5163,2025-02-01,Paid Search,1
5164,2025-02-01,Paid Search,1
5165,2025-02-01,Partners,2
5166,2025-02-01,Paid Search,1
5167,2025-02-01,Outbound,2
5168,2025-02-01,Paid Search,1
5169,2025-02-01,Paid Search,1
5170,2025-02-01,Referral,1
5171,2025-02-01,Referral,1
5172,2025-02-01,Outbound,1
5173,2025-02-01,Outbound,1
5174,2025-02-01,Paid Search,1
5175,2025-02-01,Paid Search,1
5176,2025-02-01,Paid Search,2
5177,2025-02-01,Outbound,2
5178,2025-02-01,Referral,1
5179,2025-02-01,Paid Search,2
5180,2025-02-01,Paid Search,1
5181,2025-02-01,Partners,1
5182,2025-02-01,Content,3
5183,2025-02-01,Partners,2
5184,2025-02-01,Partners,1
5185,2025-02-01,Referral,1
5186,2025-02-01,Partners,2
5187,2025-02-01,Referral,1
5188,2025-02-01,Outbound,2
5189,2025-02-01,Content,1
5190,2025-02-01,Paid Search,1
5191,2025-02-01,Referral,1
5192,2025-02-01,Referral,1
5193,2025-02-01,Content,1
5194,2025-02-01,Paid Search,1
5195,2025-02-01,Outbound,1
5196,2025-02-01,Paid Search,1
5197,2025-02-01,Partners,1
5198,2025-02-01,Paid Search,1
5199,2025-02-01,Referral,1
5200,2025-02-01,Referral,2
5201,2025-02-01,Outbound,2
5202,2025-02-01,Paid Search,1
5203,2025-02-01,Content,1
5204,2025-02-01,Content,2
5205,2025-02-01,Content,2
5206,2025-02-01,Paid Search,2
5207,2025-02-01,Partners,1
5208,2025-02-01,Referral,2
5209,2025-02-01,Content,1
5210,2025-02-01,Partners,3
5211,2025-03-01,Referral,2
5212,2025-03-01,Outbound,1
5213,2025-03-01,Outbound,1
5214,2025-03-01,Outbound,1
5215,2025-03-01,Referral,1
5216,2025-03-01,Outbound,2
5217,2025-03-01,Referral,2
5218,2025-03-01,Referral,1
5219,2025-03-01,Outbound,2
5220,2025-03-01,Outbound,1
5221,2025-03-01,Partners,1
5222,2025-03-01,Referral,1
5223,2025-03-01,Content,1
5224,2025-03-01,Content,1
5225,2025-03-01,Referral,2
5226,2025-03-01,Paid Search,1
5227,2025-03-01,Referral,1
5228,2025-03-01,Referral,1
5229,2025-03-01,Paid Search,2
5230,2025-03-01,Referral,1
5231,2025-03-01,Referral,1
5232,2025-03-01,Partners,1
5233,2025-03-01,Outbound,2
5234,2025-03-01,Partners,2
5235,2025-03-01,Referral,1
5236,2025-03-01,Content,2
5237,2025-03-01,Referral,1
5238,2025-03-01,Paid Search,3
5239,2025-03-01,Outbound,3
5240,2025-03-01,Referral,1
5241,2025-03-01,Partners,1
5242,2025-03-01,Content,2
5243,2025-03-01,Paid Search,1
5244,2025-03-01,Content,1
5245,2025-03-01,Paid Search,1
5246,2025-03-01,Outbound,1
5247,2025-03-01,Outbound,1
5248,2025-03-01,Referral,3
5249,2025-03-01,Content,2
5250,2025-03-01,Paid Search,3
5251,2025-03-01,Partners,1
5252,2025-03-01,Content,1
5253,2025-03-01,Content,2
5254,2025-03-01,Partners,2
5255,2025-03-01,Outbound,1
5256,2025-03-01,Paid Search,1
5257,2025-03-01,Content,1
5258,2025-03-01,Partners,1
5259,2025-03-01,Content,1
5260,2025-03-01,Content,1
5261,2025-03-01,Partners,1
5262,2025-03-01,Content,3
5263,2025-03-01,Outbound,1
5264,2025-03-01,Referral,1
5265,2025-03-01,Referral,2
5266,2025-03-01,Partners,2
5267,2025-03-01,Paid Search,1
5268,2025-03-01,Content,1
5269,2025-03-01,Paid Search,1
5270,2025-03-01,Content,1
5271,2025-03-01,Outbound,3
5272,2025-03-01,Partners,1
5273,2025-03-01,Referral,1
5274,2025-03-01,Paid Search,1
5275,2025-03-01,Referral,1
5276,2025-03-01,Paid Search,2
5277,2025-03-01,Referral,1
5278,2025-03-01,Content,1
5279,2025-03-01,Paid Search,1
5280,2025-03-01,Outbound,1
5281,2025-03-01,Paid Search,3
5282,2025-03-01,Paid Search,1
5283,2025-03-01,Content,1
5284,2025-03-01,Paid Search,1
5285,2025-03-01,Paid Search,1
5286,2025-03-01,Paid Search,3
5287,2025-03-01,Referral,2
5288,2025-03-01,Content,1
5289,2025-03-01,Partners,1
5290,2025-03-01,Content,1
5291,2025-03-01,Outbound,2
5292,2025-03-01,Referral,1
5293,2025-03-01,Paid Search,1
5294,2025-03-01,Paid Search,2
5295,2025-03-01,Outbound,1
5296,2025-03-01,Partners,2
5297,2025-03-01,Content,1
5298,2025-03-01,Referral,2
5299,2025-03-01,Paid Search,2
5300,2025-03-01,Paid Search,2
5301,2025-03-01,Referral,3
5302,2025-03-01,Paid Search,2
5303,2025-03-01,Outbound,3
5304,2025-03-01,Content,3
5305,2025-03-01,Outbound,1
5306,2025-03-01,Partners,2
5307,2025-03-01,Partners,1
5308,2025-03-01,Referral,2
5309,2025-03-01,Partners,2
5310,2025-03-01,Content,1
5311,2025-03-01,Outbound,1
5312,2025-03-01,Content,2
5313,2025-03-01,Outbound,1
5314,2025-03-01,Paid Search,2
5315,2025-03-01,Partners,2
5316,2025-03-01,Outbound,3
5317,2025-03-01,Paid Search,1
5318,2025-03-01,Outbound,1
5319,2025-03-01,Content,1
5320,2025-03-01,Paid Search,1
5321,2025-03-01,Partners,1
5322,2025-03-01,Paid Search,1
5323,2025-03-01,Paid Search,2
5324,2025-03-01,Outbound,1
5325,2025-03-01,Outbound,1
5326,2025-03-01,Partners,3
5327,2025-03-01,Partners,1
5328,2025-03-01,Paid Search,2
5329,2025-03-01,Paid Search,2
5330,2025-03-01,Paid Search,3
5331,2025-03-01,Partners,2
5332,2025-03-01,Partners,2
5333,2025-03-01,Content,1
5334,2025-03-01,Outbound,1
5335,2025-03-01,Partners,1
5336,2025-03-01,Content,2
5337,2025-03-01,Outbound,1
5338,2025-03-01,Content,1
5339,2025-03-01,Outbound,2
5340,2025-03-01,Referral,1
5341,2025-03-01,Paid Search,1
5342,2025-03-01,Referral,1
5343,2025-03-01,Partners,2
5344,2025-03-01,Partners,1
5345,2025-03-01,Paid Search,2
5346,2025-03-01,Outbound,1
5347,2025-03-01,Partners,1
5348,2025-03-01,Content,1
5349,2025-03-01,Content,1
5350,2025-03-01,Outbound,2
5351,2025-03-01,Paid Search,1
5352,2025-03-01,Partners,1
5353,2025-03-01,Paid Search,1
5354,2025-03-01,Referral,1
5355,2025-03-01,Outbound,2
5356,2025-03-01,Partners,3
5357,2025-03-01,Outbound,1
5358,2025-03-01,Referral,1
5359,2025-03-01,Content,1
5360,2025-03-01,Outbound,1
5361,2025-03-01,Outbound,2
5362,2025-03-01,Content,2
5363,2025-03-01,Referral,1
5364,2025-03-01,Content,2
5365,2025-03-01,Content,3
5366,2025-03-01,Partners,2
5367,2025-03-01,Referral,1
5368,2025-03-01,Partners,1
5369,2025-03-01,Outbound,1
5370,2025-03-01,Outbound,3
5371,2025-03-01,Outbound,1
5372,2025-03-01,Content,1
5373,2025-03-01,Paid Search,1
5374,2025-03-01,Outbound,2
5375,2025-03-01,Outbound,1
5376,2025-03-01,Content,1
5377,2025-03-01,Referral,1
5378,2025-03-01,Partners,3
5379,2025-03-01,Outbound,1
5380,2025-03-01,Partners,1
5381,2025-03-01,Paid Search,2
5382,2025-03-01,Partners,1
5383,2025-03-01,Content,1
5384,2025-03-01,Paid Search,1
5385,2025-03-01,Paid Search,1
5386,2025-03-01,Referral,2
5387,2025-03-01,Partners,1
5388,2025-03-01,Content,2
5389,2025-03-01,Partners,1
5390,2025-03-01,Paid Search,2
5391,2025-03-01,Content,2
5392,2025-03-01,Outbound,1
5393,2025-03-01,Partners,3
5394,2025-03-01,Partners,1
5395,2025-03-01,Content,2
5396,2025-03-01,Content,1
5397,2025-03-01,Outbound,2
5398,2025-03-01,Paid Search,2
5399,2025-03-01,Referral,1
5400,2025-03-01,Partners,2
5401,2025-03-01,Paid Search,1
5402,2025-03-01,Partners,2
5403,2025-03-01,Paid Search,1
5404,2025-03-01,Content,2
5405,2025-03-01,Content,1
5406,2025-03-01,Paid Search,1
5407,2025-03-01,Partners,1
5408,2025-03-01,Outbound,1
5409,2025-03-01,Referral,2
5410,2025-03-01,Content,2
5411,2025-03-01,Paid Search,2
5412,2025-03-01,Content,3
5413,2025-03-01,Content,1
5414,2025-03-01,Partners,2
5415,2025-03-01,Paid Search,3
5416,2025-03-01,Partners,1
5417,2025-03-01,Partners,3
5418,2025-03-01,Partners,2
5419,2025-03-01,Content,2
5420,2025-03-01,Partners,2
5421,2025-03-01,Outbound,2
5422,2025-03-01,Referral,2
5423,2025-03-01,Outbound,2
5424,2025-03-01,Partners,2
5425,2025-03-01,Referral,2
5426,2025-03-01,Partners,1
5427,2025-03-01,Partners,1
5428,2025-03-01,Paid Search,1
5429,2025-03-01,Partners,1
5430,2025-03-01,Paid Search,2
5431,2025-03-01,Referral,3
5432,2025-03-01,Partners,1
5433,2025-03-01,Outbound,1
5434,2025-03-01,Outbound,1
5435,2025-03-01,Referral,1
5436,2025-03-01,Partners,1
5437,2025-03-01,Content,1
5438,2025-03-01,Content,1
5439,2025-03-01,Partners,3
5440,2025-03-01,Outbound,2
5441,2025-03-01,Partners,1
5442,2025-03-01,Paid Search,2
5443,2025-03-01,Partners,1
5444,2025-03-01,Outbound,1
5445,2025-03-01,Paid Search,2
5446,2025-03-01,Content,1
5447,2025-03-01,Content,1
5448,2025-03-01,Paid Search,1
5449,2025-03-01,Outbound,2
5450,2025-03-01,Referral,1
5451,2025-03-01,Partners,1
5452,2025-03-01,Outbound,1
5453,2025-03-01,Partners,1
5454,2025-03-01,Outbound,2
5455,2025-03-01,Referral,2
5456,2025-03-01,Outbound,2
5457,2025-03-01,Partners,3
5458,2025-03-01,Outbound,1
5459,2025-03-01,Referral,1
5460,2025-03-01,Content,1
5461,2025-03-01,Content,1
5462,2025-03-01,Content,3
5463,2025-03-01,Outbound,1
5464,2025-03-01,Referral,1
5465,2025-03-01,Partners,1
5466,2025-03-01,Referral,1
5467,2025-03-01,Content,1
5468,2025-03-01,Partners,1
5469,2025-03-01,Content,2
5470,2025-03-01,Referral,1
5471,2025-03-01,Partners,1
5472,2025-03-01,Partners,2
5473,2025-03-01,Paid Search,3
5474,2025-03-01,Outbound,1
5475,2025-03-01,Referral,1
5476,2025-03-01,Paid Search,1
5477,2025-03-01,Content,1
5478,2025-03-01,Content,1
5479,2025-03-01,Outbound,1
5480,2025-03-01,Referral,2
5481,2025-03-01,Content,1
5482,2025-03-01,Partners,1
5483,2025-03-01,Content,2
5484,2025-03-01,Partners,1
5485,2025-03-01,Paid Search,1
5486,2025-03-01,Paid Search,1
5487,2025-03-01,Content,1
5488,2025-03-01,Paid Search,2
5489,2025-03-01,Partners,1
5490,2025-03-01,Outbound,2
5491,2025-03-01,Referral,1
5492,2025-03-01,Partners,1
5493,2025-03-01,Content,1
5494,2025-03-01,Referral,1
5495,2025-03-01,Content,1
5496,2025-03-01,Partners,1
5497,2025-03-01,Content,1
5498,2025-03-01,Outbound,1
5499,2025-03-01,Partners,1
5500,2025-03-01,Referral,1
5501,2025-03-01,Partners,1
5502,2025-03-01,Referral,2
5503,2025-03-01,Referral,1
5504,2025-03-01,Partners,3
5505,2025-03-01,Content,3
5506,2025-03-01,Paid Search,2
5507,2025-03-01,Referral,1
5508,2025-03-01,Outbound,1
5509,2025-03-01,Paid Search,2
5510,2025-03-01,Paid Search,1
5511,2025-03-01,Content,1
5512,2025-03-01,Content,1
5513,2025-03-01,Paid Search,1
5514,2025-03-01,Partners,1
5515,2025-03-01,Partners,2
5516,2025-03-01,Outbound,1
5517,2025-03-01,Outbound,1
5518,2025-03-01,Content,2
5519,2025-03-01,Content,1
5520,2025-03-01,Referral,2
5521,2025-03-01,Outbound,3
5522,2025-03-01,Paid Search,1
5523,2025-03-01,Outbound,2
5524,2025-03-01,Paid Search,2
5525,2025-03-01,Paid Search,1
5526,2025-03-01,Paid Search,2
5527,2025-03-01,Paid Search,1
5528,2025-03-01,Paid Search,1
5529,2025-03-01,Content,1
5530,2025-03-01,Content,1
5531,2025-03-01,Content,1
5532,2025-03-01,Content,1
5533,2025-03-01,Referral,1
5534,2025-03-01,Referral,1
5535,2025-03-01,Outbound,1
5536,2025-03-01,Paid Search,1
5537,2025-03-01,Partners,2
5538,2025-03-01,Content,1
5539,2025-03-01,Outbound,2
5540,2025-03-01,Partners,2
5541,2025-03-01,Paid Search,2
5542,2025-03-01,Content,2
5543,2025-03-01,Outbound,3
5544,2025-03-01,Outbound,3
5545,2025-03-01,Referral,1
5546,2025-03-01,Partners,3
5547,2025-03-01,Content,2
5548,2025-03-01,Content,2
5549,2025-03-01,Partners,1
5550,2025-03-01,Partners,1
5551,2025-03-01,Outbound,1
5552,2025-03-01,Outbound,2
5553,2025-03-01,Partners,1
5554,2025-03-01,Referral,1
5555,2025-03-01,Content,2
5556,2025-03-01,Outbound,1
5557,2025-03-01,Outbound,3
5558,2025-03-01,Referral,2
5559,2025-03-01,Content,2
5560,2025-03-01,Outbound,2
5561,2025-03-01,Partners,1
5562,2025-03-01,Outbound,1
5563,2025-03-01,Referral,1
5564,2025-03-01,Content,2
5565,2025-03-01,Paid Search,1
5566,2025-03-01,Referral,1
5567,2025-03-01,Partners,1
5568,2025-03-01,Paid Search,1
5569,2025-03-01,Paid Search,1
5570,2025-03-01,Paid Search,1
5571,2025-03-01,Partners,2
5572,2025-03-01,Content,1
5573,2025-03-01,Partners,1
5574,2025-03-01,Referral,2
5575,2025-03-01,Outbound,2
5576,2025-03-01,Paid Search,2
5577,2025-03-01,Paid Search,1
5578,2025-03-01,Referral,1
5579,2025-03-01,Paid Search,2
5580,2025-03-01,Partners,1
5581,2025-03-01,Referral,2
5582,2025-03-01,Outbound,2
5583,2025-04-01,Paid Search,1
5584,2025-04-01,Partners,1
5585,2025-04-01,Partners,2
5586,2025-04-01,Paid Search,1
5587,2025-04-01,Partners,1
5588,2025-04-01,Outbound,3
5589,2025-04-01,Content,1
5590,2025-04-01,Content,1
5591,2025-04-01,Outbound,1
5592,2025-04-01,Outbound,1
5593,2025-04-01,Content,1
5594,2025-04-01,Outbound,1
5595,2025-04-01,Paid Search,1
5596,2025-04-01,Paid Search,1
5597,2025-04-01,Paid Search,2
5598,2025-04-01,Outbound,2
5599,2025-04-01,Partners,2
5600,2025-04-01,Outbound,3
5601,2025-04-01,Outbound,1
5602,2025-04-01,Content,1
5603,2025-04-01,Paid Search,2
5604,2025-04-01,Referral,2
5605,2025-04-01,Referral,1
5606,2025-04-01,Paid Search,2
5607,2025-04-01,Partners,1
5608,2025-04-01,Paid Search,1
5609,2025-04-01,Outbound,1
5610,2025-04-01,Outbound,1
5611,2025-04-01,Outbound,2
5612,2025-04-01,Referral,2
5613,2025-04-01,Paid Search,2
5614,2025-04-01,Paid Search,2
5615,2025-04-01,Partners,1
5616,2025-04-01,Partners,1
5617,2025-04-01,Paid Search,1
5618,2025-04-01,Outbound,1
5619,2025-04-01,Referral,1
5620,2025-04-01,Content,1
5621,2025-04-01,Outbound,2
5622,2025-04-01,Paid Search,2
5623,2025-04-01,Paid Search,1
5624,2025-04-01,Paid Search,1
5625,2025-04-01,Outbound,1
5626,2025-04-01,Referral,1
5627,2025-04-01,Paid Search,1
5628,2025-04-01,Paid Search,1
5629,2025-04-01,Paid Search,1
5630,2025-04-01,Referral,1
5631,2025-04-01,Paid Search,1
5632,2025-04-01,Outbound,2
5633,2025-04-01,Paid Search,1
5634,2025-04-01,Referral,1
5635,2025-04-01,Paid Search,2
5636,2025-04-01,Content,3
5637,2025-04-01,Content,1
5638,2025-04-01,Referral,2
5639,2025-04-01,Partners,2
5640,2025-04-01,Referral,1
5641,2025-04-01,Outbound,1
5642,2025-04-01,Outbound,2
5643,2025-04-01,Content,1
5644,2025-04-01,Paid Search,2
5645,2025-04-01,Partners,1
5646,2025-04-01,Content,1
5647,2025-04-01,Content,1
5648,2025-04-01,Content,1
5649,2025-04-01,Partners,1
5650,2025-04-01,Referral,1
5651,2025-04-01,Paid Search,2
5652,2025-04-01,Referral,2
5653,2025-04-01,Outbound,1
5654,2025-04-01,Paid Search,1
5655,2025-04-01,Outbound,1
5656,2025-04-01,Referral,1
5657,2025-04-01,Referral,1
5658,2025-04-01,Content,1
5659,2025-04-01,Paid Search,1
5660,2025-04-01,Referral,1
5661,2025-04-01,Referral,1
5662,2025-04-01,Partners,1
5663,2025-04-01,Paid Search,1
5664,2025-04-01,Outbound,2
5665,2025-04-01,Content,3
5666,2025-04-01,Content,1
5667,2025-04-01,Referral,1
5668,2025-04-01,Outbound,2
5669,2025-04-01,Paid Search,1
5670,2025-04-01,Content,1
5671,2025-04-01,Referral,2
5672,2025-04-01,Paid Search,2
5673,2025-04-01,Partners,1
5674,2025-04-01,Referral,1
5675,2025-04-01,Referral,1
5676,2025-04-01,Partners,1
5677,2025-04-01,Referral,1
5678,2025-04-01,Paid Search,1
5679,2025-04-01,Referral,2
5680,2025-04-01,Partners,1
5681,2025-04-01,Content,3
5682,2025-04-01,Partners,1
5683,2025-04-01,Outbound,2
5684,2025-04-01,Partners,1
5685,2025-04-01,Content,1
5686,2025-04-01,Referral,1
5687,2025-04-01,Paid Search,1
5688,2025-04-01,Paid Search,1
5689,2025-04-01,Outbound,1
5690,2025-04-01,Referral,1
5691,2025-04-01,Partners,2
5692,2025-04-01,Partners,1
5693,2025-04-01,Partners,1
5694,2025-04-01,Referral,1
5695,2025-04-01,Outbound,1
5696,2025-04-01,Partners,1
5697,2025-04-01,Outbound,1
5698,2025-04-01,Outbound,2
5699,2025-04-01,Referral,1
5700,2025-04-01,Partners,3
5701,2025-04-01,Outbound,1
5702,2025-04-01,Partners,1
5703,2025-04-01,Partners,1
5704,2025-04-01,Paid Search,1
5705,2025-04-01,Paid Search,2
5706,2025-04-01,Partners,3
5707,2025-04-01,Partners,1
5708,2025-04-01,Paid Search,3
5709,2025-04-01,Referral,1
5710,2025-04-01,Paid Search,1
5711,2025-04-01,Referral,1
5712,2025-04-01,Outbound,1
5713,2025-04-01,Partners,1
5714,2025-04-01,Partners,1
5715,2025-04-01,Referral,1
5716,2025-04-01,Referral,1
5717,2025-04-01,Outbound,2
5718,2025-04-01,Paid Search,1
5719,2025-04-01,Paid Search,3
5720,2025-04-01,Content,2
5721,2025-04-01,Outbound,1
5722,2025-04-01,Partners,1
5723,2025-04-01,Content,1
5724,2025-04-01,Content,2
5725,2025-04-01,Paid Search,1
5726,2025-04-01,Paid Search,1
5727,2025-04-01,Partners,1
5728,2025-04-01,Paid Search,1
5729,2025-04-01,Outbound,1
5730,2025-04-01,Partners,1
5731,2025-04-01,Content,1
5732,2025-04-01,Content,1
5733,2025-04-01,Content,1
5734,2025-04-01,Partners,3
5735,2025-04-01,Referral,2
5736,2025-04-01,Partners,1
5737,2025-04-01,Partners,1
5738,2025-04-01,Partners,1
5739,2025-04-01,Paid Search,1
5740,2025-04-01,Content,1
5741,2025-04-01,Referral,1
5742,2025-04-01,Content,1
5743,2025-04-01,Paid Search,1
5744,2025-04-01,Outbound,1
5745,2025-04-01,Partners,1
5746,2025-04-01,Content,1
5747,2025-04-01,Content,1
5748,2025-04-01,Partners,1
5749,2025-04-01,Content,1
5750,2025-04-01,Paid Search,1
5751,2025-04-01,Paid Search,1
5752,2025-04-01,Outbound,1
5753,2025-04-01,Partners,2
5754,2025-04-01,Outbound,2
5755,2025-04-01,Outbound,1
5756,2025-04-01,Paid Search,1
5757,2025-04-01,Paid Search,3
5758,2025-04-01,Partners,1
5759,2025-04-01,Paid Search,3
5760,2025-04-01,Referral,2
5761,2025-04-01,Referral,1
5762,2025-04-01,Referral,2
5763,2025-04-01,Referral,1
5764,2025-04-01,Content,1
5765,2025-04-01,Content,2
5766,2025-04-01,Paid Search,2
5767,2025-04-01,Referral,1
5768,2025-04-01,Partners,2
5769,2025-04-01,Paid Search,2
5770,2025-04-01,Partners,1
5771,2025-04-01,Content,1
5772,2025-04-01,Paid Search,2
5773,2025-04-01,Partners,1
5774,2025-04-01,Content,3
5775,2025-04-01,Partners,2
5776,2025-04-01,Outbound,2
5777,2025-04-01,Partners,1
5778,2025-04-01,Partners,1
5779,2025-04-01,Paid Search,1
5780,2025-04-01,Referral,2
5781,2025-04-01,Paid Search,2
5782,2025-04-01,Outbound,1
5783,2025-04-01,Content,3
5784,2025-04-01,Content,2
5785,2025-04-01,Paid Search,1
5786,2025-04-01,Paid Search,1
5787,2025-04-01,Partners,2
5788,2025-04-01,Referral,1
5789,2025-04-01,Outbound,1
5790,2025-04-01,Referral,1
5791,2025-04-01,Content,1
5792,2025-04-01,Partners,1
5793,2025-04-01,Partners,3
5794,2025-04-01,Paid Search,1
5795,2025-04-01,Content,2
5796,2025-04-01,Partners,2
5797,2025-04-01,Content,1
5798,2025-04-01,Referral,1
5799,2025-04-01,Referral,1
5800,2025-04-01,Content,2
5801,2025-04-01,Paid Search,1
5802,2025-04-01,Referral,2
5803,2025-04-01,Outbound,2
5804,2025-04-01,Paid Search,1
5805,2025-04-01,Referral,1
5806,2025-04-01,Content,2
5807,2025-04-01,Outbound,2
5808,2025-04-01,Referral,1
5809,2025-04-01,Referral,2
5810,2025-04-01,Paid Search,1
5811,2025-04-01,Content,1
5812,2025-04-01,Outbound,1
5813,2025-04-01,Content,1
5814,2025-04-01,Content,1
5815,2025-04-01,Referral,2
5816,2025-04-01,Paid Search,1
5817,2025-04-01,Paid Search,1
5818,2025-04-01,Partners,2
5819,2025-04-01,Partners,2
5820,2025-04-01,Paid Search,2
5821,2025-04-01,Paid Search,1
5822,2025-04-01,Content,1
5823,2025-04-01,Partners,1
5824,2025-04-01,Outbound,1
5825,2025-04-01,Referral,1
5826,2025-04-01,Paid Search,3
5827,2025-04-01,Outbound,3
5828,2025-04-01,Referral,2
5829,2025-04-01,Content,1
5830,2025-04-01,Outbound,1
5831,2025-04-01,Outbound,2
5832,2025-04-01,Referral,1
5833,2025-04-01,Partners,2
5834,2025-04-01,Partners,1
5835,2025-04-01,Outbound,1
5836,2025-04-01,Partners,1
5837,2025-04-01,Partners,2
5838,2025-04-01,Referral,2
5839,2025-04-01,Referral,1
5840,2025-04-01,Content,1
5841,2025-04-01,Referral,2
5842,2025-04-01,Outbound,2
5843,2025-04-01,Paid Search,1
5844,2025-04-01,Outbound,3
5845,2025-04-01,Referral,2
5846,2025-04-01,Content,2
5847,2025-04-01,Paid Search,1
5848,2025-04-01,Content,2
5849,2025-04-01,Referral,2
5850,2025-04-01,Outbound,1
5851,2025-04-01,Partners,1
5852,2025-04-01,Paid Search,2
5853,2025-04-01,Paid Search,2
5854,2025-04-01,Paid Search,2
5855,2025-04-01,Outbound,2
